time_s,unit,isaac_d20_requested_right_elbow_pitch_joint,isaac_d20_effective_right_elbow_pitch_joint,mujoco_d20_requested_right_elbow_pitch_joint,mujoco_d20_effective_right_elbow_pitch_joint,isaac_d20_requested_right_hip_pitch_joint,isaac_d20_effective_right_hip_pitch_joint,mujoco_d20_requested_right_hip_pitch_joint,mujoco_d20_effective_right_hip_pitch_joint,isaac_d20_requested_waist_yaw_joint,isaac_d20_effective_waist_yaw_joint,mujoco_d20_requested_waist_yaw_joint,mujoco_d20_effective_waist_yaw_joint
7.34,rad,-0.865890,-0.977887,-0.891672,-1.007930,0.538600,0.526276,0.418138,0.414443,0.111430,0.110571,0.108387,0.108290
7.36,rad,-0.747767,-0.865890,-0.775753,-0.891672,0.551818,0.538600,0.422491,0.418138,0.109908,0.111430,0.106166,0.108387
7.38,rad,-0.637552,-0.747767,-0.669729,-0.775753,0.561817,0.551818,0.424807,0.422491,0.105937,0.109908,0.101438,0.106166
7.40,rad,-0.552937,-0.637552,-0.595599,-0.669729,0.566485,0.561817,0.425516,0.424807,0.100575,0.105937,0.095075,0.101438
7.42,rad,-0.514153,-0.552937,-0.565355,-0.595599,0.568565,0.566485,0.427132,0.425516,0.094722,0.100575,0.088018,0.095075
7.44,rad,-0.537105,-0.514153,-0.582366,-0.565355,0.568895,0.568565,0.420965,0.427132,0.088517,0.094722,0.080299,0.088018
7.46,rad,-0.603223,-0.537105,-0.629952,-0.582366,0.570922,0.568895,0.425132,0.420965,0.080750,0.088517,0.072326,0.080299
7.48,rad,-0.650146,-0.603223,-0.654326,-0.629952,0.573811,0.570922,0.437988,0.425132,0.070775,0.080750,0.063500,0.072326
7.50,rad,-0.684600,-0.650146,-0.695929,-0.654326,0.570474,0.573811,0.454836,0.437988,0.057394,0.070775,0.057842,0.063500
7.52,rad,-0.723320,-0.684600,-0.730049,-0.695929,0.600546,0.570474,0.489980,0.454836,0.052302,0.057394,0.059064,0.057842
7.54,rad,-0.748456,-0.723320,-0.745076,-0.730049,0.665743,0.600546,0.537444,0.489980,0.051792,0.052302,0.060873,0.059064
7.56,rad,-0.760223,-0.748456,-0.719548,-0.745076,0.703652,0.665743,0.589814,0.537444,0.050290,0.051792,0.058010,0.060873
7.58,rad,-0.727067,-0.760223,-0.693612,-0.719548,0.691304,0.703652,0.584069,0.589814,0.037830,0.050290,0.046699,0.058010
7.60,rad,-0.733424,-0.727067,-0.701298,-0.693612,0.675507,0.691304,0.554624,0.584069,0.018511,0.037830,0.026605,0.046699
7.62,rad,-0.750577,-0.733424,-0.711190,-0.701298,0.664304,0.675507,0.530298,0.554624,0.001433,0.018511,0.005363,0.026605
7.64,rad,-0.770635,-0.750577,-0.719288,-0.711190,0.655897,0.664304,0.525568,0.530298,-0.011646,0.001433,-0.012199,0.005363
7.66,rad,-0.808346,-0.770635,-0.757894,-0.719288,0.659594,0.655897,0.528862,0.525568,-0.019893,-0.011646,-0.021794,-0.012199
7.68,rad,-0.858532,-0.808346,-0.824020,-0.757894,0.673411,0.659594,0.535089,0.528862,-0.024665,-0.019893,-0.025402,-0.021794
7.70,rad,-0.937529,-0.858532,-0.911239,-0.824020,0.679456,0.673411,0.537918,0.535089,-0.028879,-0.024665,-0.028266,-0.025402
7.72,rad,-1.037629,-0.937529,-1.014781,-0.911239,0.678527,0.679456,0.547206,0.537918,-0.034668,-0.028879,-0.031558,-0.028266
7.74,rad,-1.145035,-1.037629,-1.117315,-1.014781,0.678304,0.678527,0.559260,0.547206,-0.041393,-0.034668,-0.035438,-0.031558
7.76,rad,-1.263276,-1.145035,-1.229804,-1.117315,0.692420,0.678304,0.587344,0.559260,-0.048599,-0.041393,-0.039994,-0.035438
7.78,rad,-1.390389,-1.263276,-1.356661,-1.229804,0.716677,0.692420,0.631979,0.587344,-0.054941,-0.048599,-0.043939,-0.039994
7.80,rad,-1.513789,-1.390389,-1.483321,-1.356661,0.742358,0.716677,0.677017,0.631979,-0.060438,-0.054941,-0.048178,-0.043939
7.82,rad,-1.634978,-1.513789,-1.603912,-1.483321,0.771810,0.742358,0.719117,0.677017,-0.065588,-0.060438,-0.052956,-0.048178
7.84,rad,-1.744479,-1.634978,-1.714373,-1.603912,0.807719,0.771810,0.762692,0.719117,-0.070871,-0.065588,-0.058327,-0.052956
7.86,rad,-1.850421,-1.744479,-1.824218,-1.714373,0.862172,0.807719,0.823789,0.762692,-0.076607,-0.070871,-0.064250,-0.058327
7.88,rad,-1.938969,-1.850421,-1.917081,-1.824218,0.930850,0.862172,0.901758,0.823789,-0.081219,-0.076607,-0.068987,-0.064250
7.90,rad,-2.028324,-1.938969,-2.007892,-1.917081,0.975452,0.930850,0.957116,0.901758,-0.080881,-0.081219,-0.068810,-0.068987
7.92,rad,-2.115134,-2.028324,-2.096870,-2.007892,0.988052,0.975452,0.981498,0.957116,-0.073131,-0.080881,-0.061725,-0.068810
7.94,rad,-2.171607,-2.115134,-2.161629,-2.096870,0.987328,0.988052,0.991067,0.981498,-0.060332,-0.073131,-0.049982,-0.061725
7.96,rad,-2.217725,-2.171607,-2.212309,-2.161629,0.978010,0.987328,0.984940,0.991067,-0.047572,-0.060332,-0.038671,-0.049982
7.98,rad,-2.243677,-2.217725,-2.241129,-2.212309,0.968571,0.978010,0.967859,0.984940,-0.038172,-0.047572,-0.030040,-0.038671
8.00,rad,-2.226358,-2.243677,-2.234829,-2.241129,0.950316,0.968571,0.942128,0.967859,-0.031348,-0.038172,-0.022705,-0.030040
8.02,rad,-2.180214,-2.226358,-2.204818,-2.234829,0.917297,0.950316,0.914865,0.942128,-0.024764,-0.031348,-0.016156,-0.022705
8.04,rad,-2.138792,-2.180214,-2.184821,-2.204818,0.888112,0.917297,0.892301,0.914865,-0.017313,-0.024764,-0.009270,-0.016156
8.06,rad,-2.109847,-2.138792,-2.167147,-2.184821,0.857925,0.888112,0.865751,0.892301,-0.007726,-0.017313,-0.002442,-0.009270
8.08,rad,-2.102908,-2.109847,-2.158856,-2.167147,0.826895,0.857925,0.837543,0.865751,0.000014,-0.007726,0.003025,-0.002442
8.10,rad,-2.092935,-2.102908,-2.133983,-2.158856,0.795627,0.826895,0.812111,0.837543,0.006647,0.000014,0.006937,0.003025
8.12,rad,-2.069850,-2.092935,-2.096543,-2.133983,0.763047,0.795627,0.783527,0.812111,0.011908,0.006647,0.009108,0.006937
8.14,rad,-2.069745,-2.069850,-2.084682,-2.096543,0.728119,0.763047,0.748686,0.783527,0.015275,0.011908,0.009706,0.009108
8.16,rad,-2.063832,-2.069745,-2.070165,-2.084682,0.691502,0.728119,0.712708,0.748686,0.016505,0.015275,0.009286,0.009706
8.18,rad,-2.044480,-2.063832,-2.045443,-2.070165,0.656535,0.691502,0.680440,0.712708,0.016178,0.016505,0.008225,0.009286
8.20,rad,-2.011959,-2.044480,-2.010272,-2.045443,0.624457,0.656535,0.652006,0.680440,0.014843,0.016178,0.006314,0.008225
8.22,rad,-1.970547,-2.011959,-1.965145,-2.010272,0.594889,0.624457,0.622616,0.652006,0.012213,0.014843,0.003353,0.006314
8.24,rad,-1.910748,-1.970547,-1.899875,-1.965145,0.562240,0.594889,0.588774,0.622616,0.008483,0.012213,-0.000464,0.003353
8.26,rad,-1.826454,-1.910748,-1.812611,-1.899875,0.529390,0.562240,0.554134,0.588774,0.003413,0.008483,-0.005578,-0.000464
8.28,rad,-1.740320,-1.826454,-1.725317,-1.812611,0.502469,0.529390,0.525956,0.554134,-0.001745,0.003413,-0.010775,-0.005578
8.30,rad,-1.645096,-1.740320,-1.631084,-1.725317,0.480627,0.502469,0.502891,0.525956,-0.006407,-0.001745,-0.015620,-0.010775
8.32,rad,-1.534816,-1.645096,-1.521277,-1.631084,0.463890,0.480627,0.484986,0.502891,-0.011137,-0.006407,-0.020544,-0.015620
8.34,rad,-1.415494,-1.534816,-1.401737,-1.521277,0.448453,0.463890,0.466813,0.484986,-0.015596,-0.011137,-0.025165,-0.020544
8.36,rad,-1.280638,-1.415494,-1.265873,-1.401737,0.433810,0.448453,0.448291,0.466813,-0.019965,-0.015596,-0.029855,-0.025165
8.38,rad,-1.135551,-1.280638,-1.129193,-1.265873,0.420810,0.433810,0.430013,0.448291,-0.024230,-0.019965,-0.034476,-0.029855
8.40,rad,-0.989781,-1.135551,-0.996015,-1.129193,0.413424,0.420810,0.416924,0.430013,-0.027458,-0.024230,-0.038167,-0.034476
8.42,rad,-0.850759,-0.989781,-0.869707,-0.996015,0.410405,0.413424,0.411158,0.416924,-0.029890,-0.027458,-0.040914,-0.038167
8.44,rad,-0.724907,-0.850759,-0.751049,-0.869707,0.409594,0.410405,0.409064,0.411158,-0.031786,-0.029890,-0.042842,-0.040914
8.46,rad,-0.601774,-0.724907,-0.627911,-0.751049,0.413246,0.409594,0.413526,0.409064,-0.033390,-0.031786,-0.044022,-0.042842
8.48,rad,-0.487652,-0.601774,-0.508695,-0.627911,0.418788,0.413246,0.425732,0.413526,-0.034582,-0.033390,-0.043866,-0.044022
8.50,rad,-0.375590,-0.487652,-0.385553,-0.508695,0.424356,0.418788,0.437072,0.425732,-0.034213,-0.034582,-0.041408,-0.043866
8.52,rad,-0.265130,-0.375590,-0.258825,-0.385553,0.430713,0.424356,0.452483,0.437072,-0.032297,-0.034213,-0.036821,-0.041408
8.54,rad,-0.162432,-0.265130,-0.134836,-0.258825,0.444746,0.430713,0.469667,0.452483,-0.027962,-0.032297,-0.029418,-0.036821
8.56,rad,-0.065226,-0.162432,-0.017837,-0.134836,0.451792,0.444746,0.467982,0.469667,-0.020995,-0.027962,-0.020414,-0.029418
8.58,rad,0.022900,-0.065226,0.094255,-0.017837,0.437380,0.451792,0.435620,0.467982,-0.012406,-0.020995,-0.011840,-0.020414
8.60,rad,0.072711,0.022900,0.167430,0.094255,0.387364,0.437380,0.358945,0.435620,-0.005440,-0.012406,-0.007436,-0.011840
8.62,rad,0.090114,0.072711,0.201433,0.167430,0.358673,0.387364,0.324279,0.358945,-0.003110,-0.005440,-0.009595,-0.007436
8.64,rad,0.109155,0.090114,0.233922,0.201433,0.323214,0.358673,0.322290,0.324279,-0.005506,-0.003110,-0.014303,-0.009595
8.66,rad,0.105105,0.109155,0.227820,0.233922,0.237042,0.323214,0.246677,0.322290,-0.011449,-0.005506,-0.020282,-0.014303
8.68,rad,0.064258,0.105105,0.185052,0.227820,0.196132,0.237042,0.190063,0.246677,-0.012525,-0.011449,-0.021018,-0.020282
8.70,rad,-0.049015,0.064258,0.080375,0.185052,0.212512,0.196132,0.175249,0.190063,-0.008152,-0.012525,-0.017081,-0.021018
8.72,rad,-0.184404,-0.049015,-0.052666,0.080375,0.277619,0.212512,0.220380,0.175249,0.002964,-0.008152,-0.004717,-0.017081
8.74,rad,-0.294712,-0.184404,-0.145896,-0.052666,0.363931,0.277619,0.297366,0.220380,0.018121,0.002964,0.011427,-0.004717
8.76,rad,-0.435922,-0.294712,-0.277353,-0.145896,0.382648,0.363931,0.356230,0.297366,0.037844,0.018121,0.034314,0.011427
8.78,rad,-0.584243,-0.435922,-0.422875,-0.277353,0.376809,0.382648,0.378644,0.356230,0.056484,0.037844,0.056554,0.034314
8.80,rad,-0.719856,-0.584243,-0.555847,-0.422875,0.348436,0.376809,0.375523,0.378644,0.067561,0.056484,0.068783,0.056554
8.82,rad,-0.869323,-0.719856,-0.712475,-0.555847,0.347593,0.348436,0.372619,0.375523,0.081822,0.067561,0.082880,0.068783
8.84,rad,-0.979096,-0.869323,-0.839850,-0.712475,0.378030,0.347593,0.394159,0.372619,0.096172,0.081822,0.096552,0.082880
8.86,rad,-1.091873,-0.979096,-0.967548,-0.839850,0.400606,0.378030,0.409611,0.394159,0.108938,0.096172,0.107958,0.096552
8.88,rad,-1.189452,-1.091873,-1.076776,-0.967548,0.407165,0.400606,0.406601,0.409611,0.121517,0.108938,0.118289,0.107958
8.90,rad,-1.276524,-1.189452,-1.169676,-1.076776,0.415505,0.407165,0.409371,0.406601,0.134410,0.121517,0.128634,0.118289
8.92,rad,-1.346027,-1.276524,-1.250414,-1.169676,0.436287,0.415505,0.429827,0.409371,0.144961,0.134410,0.137175,0.128634
8.94,rad,-1.405975,-1.346027,-1.323916,-1.250414,0.470482,0.436287,0.464138,0.429827,0.152250,0.144961,0.142738,0.137175
8.96,rad,-1.460168,-1.405975,-1.391958,-1.323916,0.506938,0.470482,0.499445,0.464138,0.157085,0.152250,0.146584,0.142738
8.98,rad,-1.513638,-1.460168,-1.455406,-1.391958,0.534187,0.506938,0.524025,0.499445,0.157978,0.157085,0.147996,0.146584
9.00,rad,-1.566506,-1.513638,-1.518046,-1.455406,0.553708,0.534187,0.538020,0.524025,0.156359,0.157978,0.147684,0.147996
9.02,rad,-1.626058,-1.566506,-1.588744,-1.518046,0.563475,0.553708,0.543233,0.538020,0.154241,0.156359,0.147167,0.147684
9.04,rad,-1.706522,-1.626058,-1.679521,-1.588744,0.567220,0.563475,0.545705,0.543233,0.150967,0.154241,0.146253,0.147167
9.06,rad,-1.806685,-1.706522,-1.786421,-1.679521,0.571003,0.567220,0.549869,0.545705,0.146898,0.150967,0.145156,0.146253
9.08,rad,-1.912866,-1.806685,-1.892695,-1.786421,0.572114,0.571003,0.553120,0.549869,0.143642,0.146898,0.144299,0.145156
9.10,rad,-2.030380,-1.912866,-2.003680,-1.892695,0.571225,0.572114,0.556346,0.553120,0.141092,0.143642,0.143612,0.144299
9.12,rad,-2.138030,-2.030380,-2.101957,-2.003680,0.564592,0.571225,0.554080,0.556346,0.138372,0.141092,0.142704,0.143612
9.14,rad,-2.201468,-2.138030,-2.155121,-2.101957,0.552714,0.564592,0.546903,0.554080,0.135705,0.138372,0.142676,0.142704
9.16,rad,-2.216779,-2.201468,-2.166300,-2.155121,0.538849,0.552714,0.536982,0.546903,0.132500,0.135705,0.142046,0.142676
9.18,rad,-2.216212,-2.216779,-2.169803,-2.166300,0.529645,0.538849,0.532538,0.536982,0.129086,0.132500,0.140082,0.142046
9.20,rad,-2.155432,-2.216212,-2.123857,-2.169803,0.519375,0.529645,0.525719,0.532538,0.124545,0.129086,0.136387,0.140082
9.22,rad,-2.058969,-2.155432,-2.052424,-2.123857,0.510721,0.519375,0.519810,0.525719,0.119118,0.124545,0.131748,0.136387
9.24,rad,-2.010040,-2.058969,-2.029488,-2.052424,0.513083,0.510721,0.524923,0.519810,0.114442,0.119118,0.127911,0.131748
9.26,rad,-1.983574,-2.010040,-2.013326,-2.029488,0.520989,0.513083,0.536325,0.524923,0.110044,0.114442,0.123059,0.127911
9.28,rad,-1.973713,-1.983574,-2.001433,-2.013326,0.528907,0.520989,0.547332,0.536325,0.106179,0.110044,0.118160,0.123059
9.30,rad,-1.972645,-1.973713,-1.990986,-2.001433,0.529608,0.528907,0.549697,0.547332,0.102352,0.106179,0.113168,0.118160
9.32,rad,-1.970805,-1.972645,-1.976394,-1.990986,0.525072,0.529608,0.547671,0.549697,0.098218,0.102352,0.107885,0.113168
9.34,rad,-1.960600,-1.970805,-1.955670,-1.976394,0.515709,0.525072,0.543175,0.547671,0.094993,0.098218,0.103801,0.107885
9.36,rad,-1.938632,-1.960600,-1.927021,-1.955670,0.506143,0.515709,0.536925,0.543175,0.092249,0.094993,0.100342,0.103801
9.38,rad,-1.912105,-1.938632,-1.897426,-1.927021,0.498765,0.506143,0.529392,0.536925,0.090104,0.092249,0.097188,0.100342
9.40,rad,-1.865417,-1.912105,-1.850659,-1.897426,0.493001,0.498765,0.520241,0.529392,0.088709,0.090104,0.094383,0.097188
9.42,rad,-1.798669,-1.865417,-1.786665,-1.850659,0.488885,0.493001,0.511531,0.520241,0.087808,0.088709,0.091891,0.094383
9.44,rad,-1.731296,-1.798669,-1.724043,-1.786665,0.484498,0.488885,0.502123,0.511531,0.087352,0.087808,0.089716,0.091891
9.46,rad,-1.658516,-1.731296,-1.654317,-1.724043,0.479133,0.484498,0.492124,0.502123,0.087402,0.087352,0.088003,0.089716
9.48,rad,-1.589678,-1.658516,-1.586071,-1.654317,0.470369,0.479133,0.478009,0.492124,0.087155,0.087402,0.086111,0.088003
9.50,rad,-1.505020,-1.589678,-1.500026,-1.586071,0.457948,0.470369,0.459173,0.478009,0.086392,0.087155,0.083778,0.086111
9.52,rad,-1.403508,-1.505020,-1.395484,-1.500026,0.447127,0.457948,0.443238,0.459173,0.084462,0.086392,0.080355,0.083778
9.54,rad,-1.295947,-1.403508,-1.283849,-1.395484,0.437865,0.447127,0.431251,0.443238,0.080971,0.084462,0.075496,0.080355
9.56,rad,-1.179020,-1.295947,-1.164745,-1.283849,0.431606,0.437865,0.422663,0.431251,0.075939,0.080971,0.068945,0.075496
9.58,rad,-1.061529,-1.179020,-1.050951,-1.164745,0.427720,0.431606,0.414129,0.422663,0.068988,0.075939,0.060281,0.068945
9.60,rad,-0.967251,-1.061529,-0.962015,-1.050951,0.428036,0.427720,0.404359,0.414129,0.060927,0.068988,0.050808,0.060281
9.62,rad,-0.892374,-0.967251,-0.891762,-0.962015,0.431850,0.428036,0.397039,0.404359,0.052402,0.060927,0.041352,0.050808
9.64,rad,-0.818352,-0.892374,-0.821058,-0.891762,0.435928,0.431850,0.394194,0.397039,0.043552,0.052402,0.032208,0.041352
9.66,rad,-0.758006,-0.818352,-0.775393,-0.821058,0.440816,0.435928,0.413652,0.394194,0.034366,0.043552,0.028727,0.032208
9.68,rad,-0.700658,-0.758006,-0.718038,-0.775393,0.440678,0.440816,0.453302,0.413652,0.025197,0.034366,0.032223,0.028727
9.70,rad,-0.666386,-0.700658,-0.680917,-0.718038,0.433183,0.440678,0.490787,0.453302,0.016701,0.025197,0.036719,0.032223
9.72,rad,-0.650920,-0.666386,-0.631381,-0.680917,0.410907,0.433183,0.516032,0.490787,0.009640,0.016701,0.036911,0.036719
9.74,rad,-0.606846,-0.650920,-0.571228,-0.631381,0.408567,0.410907,0.539306,0.516032,0.006849,0.009640,0.036575,0.036911
9.76,rad,-0.572244,-0.606846,-0.527233,-0.571228,0.424133,0.408567,0.551371,0.539306,0.005270,0.006849,0.034256,0.036575
9.78,rad,-0.523286,-0.572244,-0.496276,-0.527233,0.424531,0.424133,0.537585,0.551371,0.001995,0.005270,0.027763,0.034256
9.80,rad,-0.512110,-0.523286,-0.504859,-0.496276,0.420846,0.424531,0.510301,0.537585,-0.003780,0.001995,0.016580,0.027763
9.82,rad,-0.535542,-0.512110,-0.536395,-0.504859,0.420507,0.420846,0.489659,0.510301,-0.012290,-0.003780,0.000884,0.016580
9.84,rad,-0.563185,-0.535542,-0.554049,-0.536395,0.412470,0.420507,0.464667,0.489659,-0.020492,-0.012290,-0.014668,0.000884
9.86,rad,-0.584247,-0.563185,-0.554979,-0.554049,0.406279,0.412470,0.447121,0.464667,-0.027331,-0.020492,-0.025155,-0.014668
9.88,rad,-0.587052,-0.584247,-0.560942,-0.554979,0.408708,0.406279,0.440223,0.447121,-0.033955,-0.027331,-0.031343,-0.025155
9.90,rad,-0.561907,-0.587052,-0.542167,-0.560942,0.409319,0.408708,0.437977,0.440223,-0.043138,-0.033955,-0.038503,-0.031343
9.92,rad,-0.531887,-0.561907,-0.505343,-0.542167,0.401557,0.409319,0.432662,0.437977,-0.055543,-0.043138,-0.047348,-0.038503
9.94,rad,-0.504744,-0.531887,-0.476853,-0.505343,0.390857,0.401557,0.420898,0.432662,-0.070394,-0.055543,-0.057769,-0.047348
9.96,rad,-0.466329,-0.504744,-0.447104,-0.476853,0.383209,0.390857,0.408072,0.420898,-0.084359,-0.070394,-0.069110,-0.057769
9.98,rad,-0.433878,-0.466329,-0.423128,-0.447104,0.385558,0.383209,0.404557,0.408072,-0.095970,-0.084359,-0.080742,-0.069110
