time_s,isaac_d00_requested,isaac_d20_requested,isaac_d20_effective,mujoco_d00_requested,mujoco_d20_requested,mujoco_d20_effective,unit,aggregation
0.00,0.367826,0.367826,0.367826,0.367826,0.367826,0.367826,rad,per-cycle RMS over 29 joints of (q_des - q)
0.02,0.346332,0.346332,0.311985,0.314773,0.314773,0.283797,rad,per-cycle RMS over 29 joints of (q_des - q)
0.04,0.253697,0.262050,0.298312,0.274201,0.283500,0.257974,rad,per-cycle RMS over 29 joints of (q_des - q)
0.06,0.170730,0.194299,0.223128,0.233351,0.263669,0.256055,rad,per-cycle RMS over 29 joints of (q_des - q)
0.08,0.132915,0.153130,0.170732,0.166961,0.225860,0.248216,rad,per-cycle RMS over 29 joints of (q_des - q)
0.10,0.176685,0.197579,0.142062,0.168097,0.200471,0.207053,rad,per-cycle RMS over 29 joints of (q_des - q)
0.12,0.171134,0.215405,0.191932,0.179057,0.221018,0.190256,rad,per-cycle RMS over 29 joints of (q_des - q)
0.14,0.148459,0.201221,0.204408,0.180764,0.223009,0.204004,rad,per-cycle RMS over 29 joints of (q_des - q)
0.16,0.137394,0.179931,0.186368,0.168241,0.213013,0.195785,rad,per-cycle RMS over 29 joints of (q_des - q)
0.18,0.129943,0.151777,0.161373,0.133768,0.189469,0.184302,rad,per-cycle RMS over 29 joints of (q_des - q)
0.20,0.118743,0.129972,0.139696,0.121001,0.159958,0.165813,rad,per-cycle RMS over 29 joints of (q_des - q)
0.22,0.103148,0.124658,0.126820,0.099865,0.142508,0.154009,rad,per-cycle RMS over 29 joints of (q_des - q)
0.24,0.086552,0.105202,0.123595,0.075895,0.125774,0.143728,rad,per-cycle RMS over 29 joints of (q_des - q)
0.26,0.071338,0.089491,0.101692,0.098609,0.122360,0.122642,rad,per-cycle RMS over 29 joints of (q_des - q)
0.28,0.099769,0.089530,0.084590,0.110387,0.138090,0.114606,rad,per-cycle RMS over 29 joints of (q_des - q)
0.30,0.135692,0.116271,0.086878,0.106583,0.154591,0.125712,rad,per-cycle RMS over 29 joints of (q_des - q)
0.32,0.122842,0.132584,0.112675,0.094615,0.154166,0.144095,rad,per-cycle RMS over 29 joints of (q_des - q)
0.34,0.101929,0.125352,0.127542,0.085404,0.135066,0.144595,rad,per-cycle RMS over 29 joints of (q_des - q)
0.36,0.091432,0.102261,0.119094,0.079245,0.121010,0.124926,rad,per-cycle RMS over 29 joints of (q_des - q)
0.38,0.090717,0.085860,0.096881,0.071457,0.114392,0.113546,rad,per-cycle RMS over 29 joints of (q_des - q)
0.40,0.091319,0.087365,0.083353,0.064353,0.102477,0.106293,rad,per-cycle RMS over 29 joints of (q_des - q)
0.42,0.087360,0.091770,0.085481,0.059427,0.092762,0.092345,rad,per-cycle RMS over 29 joints of (q_des - q)
0.44,0.081247,0.090470,0.087764,0.055918,0.088074,0.082418,rad,per-cycle RMS over 29 joints of (q_des - q)
0.46,0.074583,0.083668,0.084621,0.053135,0.085482,0.079026,rad,per-cycle RMS over 29 joints of (q_des - q)
0.48,0.068811,0.075506,0.077256,0.050847,0.086225,0.079962,rad,per-cycle RMS over 29 joints of (q_des - q)
0.50,0.063847,0.067034,0.068497,0.049686,0.092922,0.082878,rad,per-cycle RMS over 29 joints of (q_des - q)
0.52,0.061115,0.068014,0.063573,0.048374,0.104458,0.090066,rad,per-cycle RMS over 29 joints of (q_des - q)
0.54,0.063431,0.067981,0.064910,0.046804,0.109175,0.099724,rad,per-cycle RMS over 29 joints of (q_des - q)
0.56,0.059997,0.063386,0.065025,0.045351,0.102436,0.100925,rad,per-cycle RMS over 29 joints of (q_des - q)
0.58,0.055151,0.058225,0.060765,0.044789,0.086543,0.092915,rad,per-cycle RMS over 29 joints of (q_des - q)
0.60,0.049165,0.053281,0.055850,0.044920,0.067338,0.077804,rad,per-cycle RMS over 29 joints of (q_des - q)
0.62,0.044629,0.050506,0.051276,0.044098,0.064676,0.062337,rad,per-cycle RMS over 29 joints of (q_des - q)
0.64,0.042626,0.049923,0.048514,0.042617,0.078390,0.061918,rad,per-cycle RMS over 29 joints of (q_des - q)
0.66,0.041987,0.050293,0.047674,0.041201,0.084299,0.070463,rad,per-cycle RMS over 29 joints of (q_des - q)
0.68,0.042507,0.051207,0.047759,0.039074,0.088072,0.074575,rad,per-cycle RMS over 29 joints of (q_des - q)
0.70,0.042228,0.055362,0.049120,0.037910,0.094725,0.083052,rad,per-cycle RMS over 29 joints of (q_des - q)
0.72,0.040565,0.060578,0.053147,0.037022,0.095466,0.091120,rad,per-cycle RMS over 29 joints of (q_des - q)
0.74,0.039127,0.063337,0.058852,0.035795,0.089699,0.091584,rad,per-cycle RMS over 29 joints of (q_des - q)
0.76,0.038127,0.061958,0.061299,0.034752,0.082522,0.085428,rad,per-cycle RMS over 29 joints of (q_des - q)
0.78,0.036877,0.058291,0.059928,0.034458,0.075236,0.078246,rad,per-cycle RMS over 29 joints of (q_des - q)
0.80,0.036080,0.053350,0.056468,0.034232,0.068934,0.071434,rad,per-cycle RMS over 29 joints of (q_des - q)
0.82,0.035404,0.048600,0.051887,0.034532,0.064566,0.065503,rad,per-cycle RMS over 29 joints of (q_des - q)
0.84,0.034689,0.047377,0.047694,0.035660,0.064122,0.061438,rad,per-cycle RMS over 29 joints of (q_des - q)
0.86,0.034034,0.048406,0.046331,0.036625,0.066606,0.060682,rad,per-cycle RMS over 29 joints of (q_des - q)
0.88,0.033429,0.050910,0.046632,0.037808,0.071343,0.062057,rad,per-cycle RMS over 29 joints of (q_des - q)
0.90,0.032834,0.055042,0.049565,0.039207,0.077836,0.067927,rad,per-cycle RMS over 29 joints of (q_des - q)
0.92,0.032197,0.056833,0.053654,0.040454,0.075778,0.073101,rad,per-cycle RMS over 29 joints of (q_des - q)
0.94,0.031542,0.053970,0.054549,0.041292,0.067332,0.070595,rad,per-cycle RMS over 29 joints of (q_des - q)
0.96,0.030925,0.049465,0.051676,0.041862,0.057634,0.062975,rad,per-cycle RMS over 29 joints of (q_des - q)
0.98,0.030378,0.044913,0.047882,0.041888,0.048714,0.054812,rad,per-cycle RMS over 29 joints of (q_des - q)
1.00,0.029972,0.041029,0.044250,0.041818,0.044128,0.047321,rad,per-cycle RMS over 29 joints of (q_des - q)
1.02,0.029773,0.040133,0.040997,0.041837,0.046485,0.042595,rad,per-cycle RMS over 29 joints of (q_des - q)
1.04,0.029772,0.042478,0.040011,0.041520,0.052857,0.042954,rad,per-cycle RMS over 29 joints of (q_des - q)
1.06,0.029895,0.044370,0.041971,0.041069,0.063091,0.049554,rad,per-cycle RMS over 29 joints of (q_des - q)
1.08,0.030081,0.043005,0.043249,0.040361,0.071334,0.060433,rad,per-cycle RMS over 29 joints of (q_des - q)
1.10,0.030262,0.039668,0.041509,0.039620,0.075995,0.069146,rad,per-cycle RMS over 29 joints of (q_des - q)
1.12,0.030404,0.036129,0.038240,0.039019,0.076815,0.073959,rad,per-cycle RMS over 29 joints of (q_des - q)
1.14,0.030539,0.033501,0.035233,0.038418,0.073716,0.073983,rad,per-cycle RMS over 29 joints of (q_des - q)
1.16,0.030668,0.032813,0.033034,0.037727,0.068906,0.071503,rad,per-cycle RMS over 29 joints of (q_des - q)
1.18,0.030814,0.034840,0.032672,0.036386,0.067476,0.067960,rad,per-cycle RMS over 29 joints of (q_des - q)
1.20,0.031007,0.037130,0.034677,0.035438,0.073996,0.067339,rad,per-cycle RMS over 29 joints of (q_des - q)
1.22,0.031228,0.037465,0.036448,0.034525,0.087433,0.073250,rad,per-cycle RMS over 29 joints of (q_des - q)
1.24,0.031465,0.036033,0.036613,0.033331,0.101011,0.085025,rad,per-cycle RMS over 29 joints of (q_des - q)
1.26,0.031695,0.033705,0.035410,0.032142,0.101680,0.097082,rad,per-cycle RMS over 29 joints of (q_des - q)
1.28,0.031877,0.031251,0.033311,0.031167,0.094148,0.097341,rad,per-cycle RMS over 29 joints of (q_des - q)
1.30,0.032026,0.030086,0.031151,0.029973,0.082930,0.090214,rad,per-cycle RMS over 29 joints of (q_des - q)
1.32,0.032179,0.029730,0.030246,0.028992,0.067250,0.079804,rad,per-cycle RMS over 29 joints of (q_des - q)
1.34,0.032336,0.029511,0.029829,0.028424,0.056149,0.065671,rad,per-cycle RMS over 29 joints of (q_des - q)
1.36,0.032497,0.029726,0.029634,0.028142,0.054789,0.055257,rad,per-cycle RMS over 29 joints of (q_des - q)
1.38,0.032646,0.030508,0.029868,0.028288,0.054524,0.051521,rad,per-cycle RMS over 29 joints of (q_des - q)
1.40,0.032708,0.031592,0.030651,0.028715,0.053001,0.050582,rad,per-cycle RMS over 29 joints of (q_des - q)
1.42,0.032650,0.032678,0.031704,0.029194,0.047230,0.049999,rad,per-cycle RMS over 29 joints of (q_des - q)
1.44,0.032480,0.033614,0.032743,0.029962,0.041173,0.044320,rad,per-cycle RMS over 29 joints of (q_des - q)
1.46,0.032256,0.034400,0.033634,0.030918,0.036962,0.039044,rad,per-cycle RMS over 29 joints of (q_des - q)
1.48,0.032018,0.035082,0.034388,0.031742,0.037312,0.035611,rad,per-cycle RMS over 29 joints of (q_des - q)
1.50,0.031787,0.035699,0.035051,0.032342,0.039370,0.035857,rad,per-cycle RMS over 29 joints of (q_des - q)
1.52,0.031546,0.036248,0.035661,0.033197,0.041641,0.037604,rad,per-cycle RMS over 29 joints of (q_des - q)
1.54,0.031271,0.036703,0.036204,0.033802,0.043281,0.039998,rad,per-cycle RMS over 29 joints of (q_des - q)
1.56,0.030975,0.037070,0.036642,0.034109,0.044184,0.042231,rad,per-cycle RMS over 29 joints of (q_des - q)
1.58,0.030694,0.037349,0.036986,0.034356,0.043188,0.043531,rad,per-cycle RMS over 29 joints of (q_des - q)
1.60,0.030456,0.037545,0.037242,0.034584,0.040489,0.041963,rad,per-cycle RMS over 29 joints of (q_des - q)
1.62,0.030301,0.037666,0.037414,0.034717,0.037272,0.039189,rad,per-cycle RMS over 29 joints of (q_des - q)
1.64,0.030226,0.037715,0.037507,0.034977,0.034256,0.036039,rad,per-cycle RMS over 29 joints of (q_des - q)
1.66,0.030221,0.037676,0.037519,0.035388,0.032146,0.033348,rad,per-cycle RMS over 29 joints of (q_des - q)
1.68,0.030175,0.037495,0.037436,0.035530,0.032019,0.031678,rad,per-cycle RMS over 29 joints of (q_des - q)
1.70,0.030128,0.037163,0.037203,0.035233,0.032545,0.031788,rad,per-cycle RMS over 29 joints of (q_des - q)
1.72,0.030063,0.036709,0.036819,0.034901,0.032787,0.032202,rad,per-cycle RMS over 29 joints of (q_des - q)
1.74,0.029966,0.036165,0.036327,0.034517,0.033493,0.032530,rad,per-cycle RMS over 29 joints of (q_des - q)
1.76,0.029888,0.035619,0.035760,0.034074,0.034154,0.033420,rad,per-cycle RMS over 29 joints of (q_des - q)
1.78,0.029914,0.035136,0.035200,0.033591,0.034944,0.034076,rad,per-cycle RMS over 29 joints of (q_des - q)
1.80,0.029972,0.034702,0.034707,0.033337,0.035951,0.034921,rad,per-cycle RMS over 29 joints of (q_des - q)
1.82,0.030029,0.034302,0.034261,0.033032,0.037414,0.036045,rad,per-cycle RMS over 29 joints of (q_des - q)
1.84,0.030079,0.033921,0.033843,0.032817,0.038873,0.037600,rad,per-cycle RMS over 29 joints of (q_des - q)
1.86,0.030075,0.033521,0.033444,0.032536,0.040338,0.039112,rad,per-cycle RMS over 29 joints of (q_des - q)
1.88,0.029976,0.033072,0.033029,0.032223,0.041566,0.040526,rad,per-cycle RMS over 29 joints of (q_des - q)
1.90,0.029800,0.032560,0.032571,0.031728,0.042600,0.041650,rad,per-cycle RMS over 29 joints of (q_des - q)
1.92,0.029546,0.032028,0.032060,0.031276,0.043535,0.042611,rad,per-cycle RMS over 29 joints of (q_des - q)
1.94,0.029248,0.031521,0.031554,0.030761,0.043998,0.043415,rad,per-cycle RMS over 29 joints of (q_des - q)
1.96,0.028970,0.031083,0.031089,0.029866,0.044116,0.043757,rad,per-cycle RMS over 29 joints of (q_des - q)
1.98,0.028805,0.030767,0.030700,0.029663,0.044085,0.043762,rad,per-cycle RMS over 29 joints of (q_des - q)
2.00,0.028689,0.030554,0.030431,0.029682,0.043730,0.043582,rad,per-cycle RMS over 29 joints of (q_des - q)
2.02,0.028617,0.030421,0.030274,0.029411,0.043125,0.043091,rad,per-cycle RMS over 29 joints of (q_des - q)
2.04,0.028582,0.030360,0.030209,0.029251,0.042378,0.042379,rad,per-cycle RMS over 29 joints of (q_des - q)
2.06,0.028619,0.030420,0.030220,0.029276,0.041632,0.041529,rad,per-cycle RMS over 29 joints of (q_des - q)
2.08,0.028754,0.030598,0.030342,0.029396,0.040684,0.040745,rad,per-cycle RMS over 29 joints of (q_des - q)
2.10,0.028913,0.030782,0.030563,0.029387,0.039523,0.039746,rad,per-cycle RMS over 29 joints of (q_des - q)
2.12,0.029042,0.030870,0.030775,0.029681,0.038524,0.038431,rad,per-cycle RMS over 29 joints of (q_des - q)
2.14,0.029159,0.030911,0.030883,0.029899,0.037922,0.037751,rad,per-cycle RMS over 29 joints of (q_des - q)
2.16,0.029284,0.030924,0.030939,0.029694,0.037260,0.037208,rad,per-cycle RMS over 29 joints of (q_des - q)
2.18,0.029418,0.030876,0.030965,0.029685,0.036616,0.036627,rad,per-cycle RMS over 29 joints of (q_des - q)
2.20,0.029533,0.030789,0.030926,0.029907,0.036045,0.035889,rad,per-cycle RMS over 29 joints of (q_des - q)
2.22,0.029623,0.030654,0.030843,0.029577,0.035701,0.035438,rad,per-cycle RMS over 29 joints of (q_des - q)
2.24,0.029693,0.030467,0.030705,0.029457,0.035404,0.035171,rad,per-cycle RMS over 29 joints of (q_des - q)
2.26,0.029733,0.030221,0.030515,0.029515,0.035037,0.034816,rad,per-cycle RMS over 29 joints of (q_des - q)
2.28,0.029739,0.029884,0.030266,0.029208,0.034742,0.034435,rad,per-cycle RMS over 29 joints of (q_des - q)
2.30,0.029728,0.029507,0.029928,0.029059,0.034365,0.034178,rad,per-cycle RMS over 29 joints of (q_des - q)
2.32,0.029763,0.029190,0.029560,0.028951,0.034307,0.033826,rad,per-cycle RMS over 29 joints of (q_des - q)
2.34,0.029839,0.028929,0.029260,0.028985,0.034113,0.034058,rad,per-cycle RMS over 29 joints of (q_des - q)
2.36,0.029944,0.028752,0.029017,0.028982,0.033857,0.033740,rad,per-cycle RMS over 29 joints of (q_des - q)
2.38,0.030069,0.028668,0.028861,0.028947,0.033482,0.033508,rad,per-cycle RMS over 29 joints of (q_des - q)
2.40,0.030137,0.028619,0.028802,0.029130,0.033052,0.033181,rad,per-cycle RMS over 29 joints of (q_des - q)
2.42,0.030172,0.028615,0.028778,0.029147,0.032162,0.032743,rad,per-cycle RMS over 29 joints of (q_des - q)
2.44,0.030225,0.028718,0.028807,0.029197,0.031502,0.031889,rad,per-cycle RMS over 29 joints of (q_des - q)
2.46,0.030284,0.028943,0.028950,0.029243,0.030771,0.031181,rad,per-cycle RMS over 29 joints of (q_des - q)
2.48,0.030377,0.029309,0.029219,0.029288,0.030107,0.030517,rad,per-cycle RMS over 29 joints of (q_des - q)
2.50,0.030506,0.029785,0.029619,0.029396,0.029407,0.029888,rad,per-cycle RMS over 29 joints of (q_des - q)
2.52,0.030641,0.030322,0.030122,0.029520,0.028636,0.029237,rad,per-cycle RMS over 29 joints of (q_des - q)
2.54,0.030716,0.030873,0.030670,0.029648,0.028099,0.028499,rad,per-cycle RMS over 29 joints of (q_des - q)
2.56,0.030746,0.031402,0.031211,0.029760,0.027587,0.028018,rad,per-cycle RMS over 29 joints of (q_des - q)
2.58,0.030692,0.031880,0.031726,0.029931,0.027327,0.027647,rad,per-cycle RMS over 29 joints of (q_des - q)
2.60,0.030675,0.032415,0.032196,0.030208,0.027242,0.027427,rad,per-cycle RMS over 29 joints of (q_des - q)
2.62,0.030743,0.033044,0.032731,0.030465,0.027140,0.027420,rad,per-cycle RMS over 29 joints of (q_des - q)
2.64,0.030833,0.033716,0.033360,0.030660,0.027211,0.027401,rad,per-cycle RMS over 29 joints of (q_des - q)
2.66,0.030941,0.034420,0.034027,0.031059,0.027581,0.027483,rad,per-cycle RMS over 29 joints of (q_des - q)
2.68,0.031056,0.035117,0.034713,0.031406,0.027745,0.027914,rad,per-cycle RMS over 29 joints of (q_des - q)
2.70,0.031194,0.035790,0.035383,0.031833,0.028148,0.028228,rad,per-cycle RMS over 29 joints of (q_des - q)
2.72,0.031341,0.036425,0.036020,0.032331,0.027719,0.028154,rad,per-cycle RMS over 29 joints of (q_des - q)
2.74,0.031477,0.036981,0.036611,0.032677,0.028448,0.027807,rad,per-cycle RMS over 29 joints of (q_des - q)
2.76,0.031603,0.037434,0.037112,0.032848,0.029586,0.028933,rad,per-cycle RMS over 29 joints of (q_des - q)
2.78,0.031720,0.037766,0.037503,0.033297,0.030465,0.030308,rad,per-cycle RMS over 29 joints of (q_des - q)
2.80,0.031764,0.037927,0.037761,0.033480,0.030735,0.030906,rad,per-cycle RMS over 29 joints of (q_des - q)
2.82,0.031669,0.037876,0.037840,0.033314,0.031133,0.030995,rad,per-cycle RMS over 29 joints of (q_des - q)
2.84,0.031453,0.037620,0.037710,0.033261,0.031062,0.031048,rad,per-cycle RMS over 29 joints of (q_des - q)
2.86,0.031160,0.037203,0.037382,0.032985,0.031336,0.030918,rad,per-cycle RMS over 29 joints of (q_des - q)
2.88,0.030868,0.036695,0.036912,0.032548,0.031624,0.031774,rad,per-cycle RMS over 29 joints of (q_des - q)
2.90,0.030596,0.036145,0.036370,0.032243,0.031619,0.031869,rad,per-cycle RMS over 29 joints of (q_des - q)
2.92,0.030411,0.035619,0.035806,0.031975,0.031714,0.031526,rad,per-cycle RMS over 29 joints of (q_des - q)
2.94,0.030302,0.035113,0.035273,0.031683,0.031865,0.031862,rad,per-cycle RMS over 29 joints of (q_des - q)
2.96,0.030172,0.034567,0.034761,0.031370,0.032024,0.031990,rad,per-cycle RMS over 29 joints of (q_des - q)
2.98,0.030031,0.034001,0.034210,0.031120,0.032140,0.032099,rad,per-cycle RMS over 29 joints of (q_des - q)
3.00,0.029811,0.033381,0.033648,0.030801,0.032074,0.032188,rad,per-cycle RMS over 29 joints of (q_des - q)
3.02,0.029596,0.032769,0.033040,0.030516,0.032002,0.032111,rad,per-cycle RMS over 29 joints of (q_des - q)
3.04,0.029513,0.032282,0.032454,0.030369,0.031989,0.032034,rad,per-cycle RMS over 29 joints of (q_des - q)
3.06,0.029515,0.031943,0.032002,0.030325,0.032054,0.032031,rad,per-cycle RMS over 29 joints of (q_des - q)
3.08,0.029585,0.031745,0.031703,0.030356,0.032169,0.032096,rad,per-cycle RMS over 29 joints of (q_des - q)
3.10,0.029723,0.031666,0.031534,0.030450,0.032355,0.032176,rad,per-cycle RMS over 29 joints of (q_des - q)
3.12,0.029867,0.031651,0.031473,0.030533,0.032544,0.032348,rad,per-cycle RMS over 29 joints of (q_des - q)
3.14,0.029937,0.031638,0.031471,0.030528,0.032623,0.032504,rad,per-cycle RMS over 29 joints of (q_des - q)
3.16,0.029972,0.031595,0.031459,0.030634,0.032665,0.032552,rad,per-cycle RMS over 29 joints of (q_des - q)
3.18,0.029954,0.031488,0.031415,0.030508,0.032481,0.032367,rad,per-cycle RMS over 29 joints of (q_des - q)
3.20,0.029874,0.031331,0.031314,0.030275,0.032438,0.032402,rad,per-cycle RMS over 29 joints of (q_des - q)
3.22,0.029791,0.031161,0.031170,0.030391,0.032302,0.032360,rad,per-cycle RMS over 29 joints of (q_des - q)
3.24,0.029736,0.031015,0.031019,0.030209,0.032020,0.031993,rad,per-cycle RMS over 29 joints of (q_des - q)
3.26,0.029742,0.030939,0.030899,0.030018,0.032041,0.031948,rad,per-cycle RMS over 29 joints of (q_des - q)
3.28,0.029791,0.030920,0.030850,0.030188,0.030983,0.031204,rad,per-cycle RMS over 29 joints of (q_des - q)
3.30,0.029849,0.030921,0.030852,0.030141,0.030841,0.030386,rad,per-cycle RMS over 29 joints of (q_des - q)
3.32,0.029867,0.030878,0.030864,0.030041,0.031450,0.030690,rad,per-cycle RMS over 29 joints of (q_des - q)
3.34,0.029817,0.030752,0.030832,0.029998,0.032091,0.031940,rad,per-cycle RMS over 29 joints of (q_des - q)
3.36,0.029753,0.030577,0.030718,0.029879,0.031200,0.031816,rad,per-cycle RMS over 29 joints of (q_des - q)
3.38,0.029723,0.030412,0.030560,0.029787,0.031141,0.031039,rad,per-cycle RMS over 29 joints of (q_des - q)
3.40,0.029758,0.030301,0.030415,0.029753,0.031649,0.031231,rad,per-cycle RMS over 29 joints of (q_des - q)
3.42,0.029857,0.030270,0.030327,0.029822,0.031211,0.031172,rad,per-cycle RMS over 29 joints of (q_des - q)
3.44,0.029984,0.030288,0.030311,0.029940,0.030644,0.030831,rad,per-cycle RMS over 29 joints of (q_des - q)
3.46,0.030070,0.030264,0.030333,0.030041,0.030597,0.030247,rad,per-cycle RMS over 29 joints of (q_des - q)
3.48,0.030075,0.030166,0.030313,0.030024,0.031561,0.030620,rad,per-cycle RMS over 29 joints of (q_des - q)
3.50,0.030027,0.030031,0.030230,0.029949,0.032061,0.031491,rad,per-cycle RMS over 29 joints of (q_des - q)
3.52,0.030030,0.029955,0.030116,0.029915,0.031620,0.031670,rad,per-cycle RMS over 29 joints of (q_des - q)
3.54,0.030102,0.029969,0.030067,0.029948,0.031741,0.031848,rad,per-cycle RMS over 29 joints of (q_des - q)
3.56,0.030211,0.030069,0.030105,0.030043,0.032100,0.031690,rad,per-cycle RMS over 29 joints of (q_des - q)
3.58,0.030318,0.030227,0.030223,0.030145,0.031486,0.031612,rad,per-cycle RMS over 29 joints of (q_des - q)
3.60,0.030435,0.030440,0.030396,0.030263,0.031661,0.031429,rad,per-cycle RMS over 29 joints of (q_des - q)
3.62,0.030563,0.030714,0.030620,0.030410,0.031471,0.031686,rad,per-cycle RMS over 29 joints of (q_des - q)
3.64,0.030678,0.031030,0.030911,0.030540,0.031006,0.031198,rad,per-cycle RMS over 29 joints of (q_des - q)
3.66,0.030818,0.031422,0.031245,0.030680,0.030709,0.030716,rad,per-cycle RMS over 29 joints of (q_des - q)
3.68,0.031004,0.031889,0.031653,0.030880,0.030684,0.030616,rad,per-cycle RMS over 29 joints of (q_des - q)
3.70,0.031213,0.032409,0.032129,0.031087,0.030448,0.030456,rad,per-cycle RMS over 29 joints of (q_des - q)
3.72,0.031372,0.032908,0.032649,0.031242,0.030601,0.030403,rad,per-cycle RMS over 29 joints of (q_des - q)
3.74,0.031454,0.033366,0.033139,0.031343,0.030875,0.030532,rad,per-cycle RMS over 29 joints of (q_des - q)
3.76,0.031499,0.033786,0.033580,0.031436,0.030769,0.030870,rad,per-cycle RMS over 29 joints of (q_des - q)
3.78,0.031555,0.034209,0.033983,0.031556,0.030571,0.030806,rad,per-cycle RMS over 29 joints of (q_des - q)
3.80,0.031600,0.034601,0.034392,0.031668,0.030486,0.030515,rad,per-cycle RMS over 29 joints of (q_des - q)
3.82,0.031605,0.034970,0.034773,0.031760,0.030106,0.030591,rad,per-cycle RMS over 29 joints of (q_des - q)
3.84,0.031655,0.035395,0.035135,0.031947,0.029982,0.029958,rad,per-cycle RMS over 29 joints of (q_des - q)
3.86,0.031796,0.035903,0.035561,0.032245,0.030034,0.029981,rad,per-cycle RMS over 29 joints of (q_des - q)
3.88,0.032146,0.036584,0.036067,0.032742,0.030314,0.029678,rad,per-cycle RMS over 29 joints of (q_des - q)
3.90,0.032731,0.037488,0.036742,0.033533,0.031100,0.030104,rad,per-cycle RMS over 29 joints of (q_des - q)
3.92,0.033785,0.038895,0.037604,0.034721,0.032352,0.030713,rad,per-cycle RMS over 29 joints of (q_des - q)
3.94,0.035513,0.041076,0.038912,0.036741,0.034433,0.031752,rad,per-cycle RMS over 29 joints of (q_des - q)
3.96,0.038110,0.044221,0.040920,0.039689,0.037730,0.033531,rad,per-cycle RMS over 29 joints of (q_des - q)
3.98,0.041047,0.047711,0.043743,0.042957,0.041410,0.036398,rad,per-cycle RMS over 29 joints of (q_des - q)
4.00,0.045573,0.052482,0.046744,0.047827,0.046813,0.039558,rad,per-cycle RMS over 29 joints of (q_des - q)
4.02,0.051708,0.059014,0.050914,0.054543,0.053772,0.044330,rad,per-cycle RMS over 29 joints of (q_des - q)
4.04,0.058223,0.066403,0.056571,0.060700,0.061486,0.050400,rad,per-cycle RMS over 29 joints of (q_des - q)
4.06,0.067436,0.076540,0.062823,0.070577,0.071664,0.057017,rad,per-cycle RMS over 29 joints of (q_des - q)
4.08,0.076857,0.087040,0.071603,0.079808,0.080790,0.065896,rad,per-cycle RMS over 29 joints of (q_des - q)
4.10,0.090080,0.101831,0.080577,0.092990,0.093845,0.073620,rad,per-cycle RMS over 29 joints of (q_des - q)
4.12,0.105140,0.118852,0.093659,0.108123,0.108748,0.085274,rad,per-cycle RMS over 29 joints of (q_des - q)
4.14,0.116626,0.132767,0.108629,0.119847,0.120487,0.098658,rad,per-cycle RMS over 29 joints of (q_des - q)
4.16,0.130889,0.148762,0.120306,0.133467,0.135152,0.108690,rad,per-cycle RMS over 29 joints of (q_des - q)
4.18,0.142169,0.162984,0.134038,0.145059,0.148401,0.121523,rad,per-cycle RMS over 29 joints of (q_des - q)
4.20,0.155022,0.177981,0.145622,0.157166,0.163649,0.132706,rad,per-cycle RMS over 29 joints of (q_des - q)
4.22,0.165169,0.190647,0.158076,0.168245,0.178131,0.145685,rad,per-cycle RMS over 29 joints of (q_des - q)
4.24,0.171751,0.198211,0.168573,0.176118,0.191520,0.158083,rad,per-cycle RMS over 29 joints of (q_des - q)
4.26,0.181334,0.208021,0.176081,0.184563,0.206214,0.170290,rad,per-cycle RMS over 29 joints of (q_des - q)
4.28,0.185092,0.211737,0.186237,0.185758,0.212723,0.184273,rad,per-cycle RMS over 29 joints of (q_des - q)
4.30,0.178397,0.204663,0.188877,0.179530,0.210312,0.190445,rad,per-cycle RMS over 29 joints of (q_des - q)
4.32,0.170614,0.195759,0.180975,0.175635,0.206055,0.188862,rad,per-cycle RMS over 29 joints of (q_des - q)
4.34,0.164456,0.188458,0.172703,0.174359,0.202625,0.185478,rad,per-cycle RMS over 29 joints of (q_des - q)
4.36,0.159906,0.183224,0.165462,0.172605,0.200060,0.182107,rad,per-cycle RMS over 29 joints of (q_des - q)
4.38,0.157260,0.178964,0.159297,0.169489,0.197276,0.178563,rad,per-cycle RMS over 29 joints of (q_des - q)
4.40,0.158272,0.177900,0.153782,0.169407,0.195724,0.173504,rad,per-cycle RMS over 29 joints of (q_des - q)
4.42,0.160833,0.178847,0.151765,0.170321,0.194799,0.169321,rad,per-cycle RMS over 29 joints of (q_des - q)
4.44,0.160814,0.178627,0.152011,0.167586,0.191227,0.166122,rad,per-cycle RMS over 29 joints of (q_des - q)
4.46,0.162390,0.180144,0.151080,0.165183,0.188747,0.160802,rad,per-cycle RMS over 29 joints of (q_des - q)
4.48,0.163197,0.182513,0.152492,0.161419,0.186743,0.157393,rad,per-cycle RMS over 29 joints of (q_des - q)
4.50,0.168489,0.189910,0.154924,0.161115,0.189057,0.154972,rad,per-cycle RMS over 29 joints of (q_des - q)
4.52,0.175598,0.199930,0.162298,0.162525,0.192870,0.156823,rad,per-cycle RMS over 29 joints of (q_des - q)
4.54,0.180006,0.205853,0.171983,0.160937,0.193156,0.159607,rad,per-cycle RMS over 29 joints of (q_des - q)
4.56,0.182888,0.209581,0.177084,0.159567,0.193811,0.158832,rad,per-cycle RMS over 29 joints of (q_des - q)
4.58,0.185376,0.213173,0.180551,0.158758,0.193432,0.159398,rad,per-cycle RMS over 29 joints of (q_des - q)
4.60,0.181138,0.209386,0.184123,0.152007,0.187244,0.159656,rad,per-cycle RMS over 29 joints of (q_des - q)
4.62,0.169946,0.199227,0.180983,0.140692,0.174769,0.155620,rad,per-cycle RMS over 29 joints of (q_des - q)
