time_s,isaac_d00_height,isaac_d20_height,mujoco_d00_height,mujoco_d20_height,isaac_d00_x_drift,isaac_d20_x_drift,mujoco_d00_x_drift,mujoco_d20_x_drift,isaac_d00_y_drift,isaac_d20_y_drift,mujoco_d00_y_drift,mujoco_d20_y_drift,unit
8.58,0.945678,0.957924,0.939000,0.955549,0.005708,-0.037486,0.270531,0.128860,-0.200818,-0.110546,-0.104036,-0.154249,m
8.60,0.943169,0.951336,0.937987,0.946983,0.008650,-0.029208,0.275453,0.136998,-0.204372,-0.113868,-0.105397,-0.159169,m
8.62,0.940496,0.945514,0.935357,0.940767,0.012214,-0.021676,0.280701,0.143721,-0.207434,-0.116958,-0.105940,-0.163395,m
8.64,0.937450,0.941790,0.932075,0.937615,0.016197,-0.014990,0.286489,0.149482,-0.208976,-0.119006,-0.106574,-0.165880,m
8.66,0.934338,0.939507,0.928386,0.936349,0.020921,-0.008212,0.292712,0.154976,-0.210201,-0.119856,-0.106662,-0.166799,m
8.68,0.931329,0.937891,0.924486,0.935608,0.026401,-0.001080,0.299306,0.160570,-0.211980,-0.120191,-0.107014,-0.166934,m
8.70,0.928485,0.936263,0.920867,0.934296,0.032167,0.006527,0.305978,0.166795,-0.214768,-0.120784,-0.108719,-0.166922,m
8.72,0.926134,0.934397,0.918023,0.932408,0.038492,0.014188,0.313206,0.173460,-0.218215,-0.122491,-0.111656,-0.167950,m
8.74,0.924477,0.932453,0.915863,0.930353,0.045947,0.021807,0.321484,0.180501,-0.221642,-0.125319,-0.114739,-0.170071,m
8.76,0.923850,0.930825,0.914051,0.928567,0.054150,0.030087,0.330748,0.188322,-0.224529,-0.128453,-0.117151,-0.172578,m
8.78,0.925205,0.929423,0.913809,0.926825,0.061479,0.039946,0.338771,0.197503,-0.227205,-0.130710,-0.120153,-0.174420,m
8.80,0.928312,0.929774,0.916420,0.926001,0.068090,0.049529,0.344941,0.206635,-0.229071,-0.132571,-0.123793,-0.175857,m
8.82,0.932848,0.932699,0.921316,0.928102,0.074761,0.058213,0.350637,0.214038,-0.230818,-0.134295,-0.126407,-0.178608,m
8.84,0.938295,0.937342,0.927703,0.932407,0.081683,0.067362,0.356406,0.221207,-0.232750,-0.135522,-0.128171,-0.181018,m
8.86,0.944181,0.942872,0.934807,0.937969,0.088837,0.077030,0.362436,0.228742,-0.234780,-0.136667,-0.129460,-0.182606,m
8.88,0.950184,0.948708,0.942050,0.944181,0.096081,0.086756,0.368701,0.236511,-0.236670,-0.138152,-0.130360,-0.183737,m
8.90,0.956105,0.954491,0.949096,0.950557,0.103293,0.096177,0.375086,0.244308,-0.238251,-0.139898,-0.131002,-0.184659,m
8.92,0.961817,0.960035,0.955776,0.956719,0.110449,0.105177,0.381539,0.252066,-0.239459,-0.141464,-0.131471,-0.185229,m
8.94,0.967226,0.965344,0.962030,0.962490,0.117458,0.113803,0.387952,0.259715,-0.240401,-0.142615,-0.131851,-0.185507,m
8.96,0.972249,0.970501,0.967794,0.967854,0.124156,0.122086,0.394171,0.267152,-0.241188,-0.143408,-0.132138,-0.185711,m
8.98,0.976793,0.975499,0.972990,0.972781,0.130411,0.130031,0.400036,0.274292,-0.241807,-0.143997,-0.132216,-0.185904,m
9.00,0.980696,0.980219,0.977464,0.977169,0.136125,0.137659,0.405420,0.281116,-0.242121,-0.144417,-0.131884,-0.185955,m
9.02,0.983738,0.984451,0.981015,0.980864,0.141189,0.144962,0.410176,0.287593,-0.242059,-0.144528,-0.131056,-0.185633,m
9.04,0.985718,0.987896,0.983457,0.983693,0.145459,0.151842,0.414133,0.293624,-0.241700,-0.144199,-0.129792,-0.184789,m
9.06,0.986516,0.990256,0.984710,0.985488,0.148793,0.158113,0.417104,0.299057,-0.241251,-0.143423,-0.128308,-0.183445,m
9.08,0.986115,0.991380,0.984859,0.986127,0.151147,0.163512,0.418254,0.303723,-0.240885,-0.142393,-0.126234,-0.181812,m
9.10,0.984634,0.991266,0.983867,0.985628,0.152611,0.167897,0.418126,0.307248,-0.240618,-0.141386,-0.124108,-0.179985,m
9.12,0.982487,0.989864,0.981868,0.984065,0.153100,0.171356,0.417424,0.309356,-0.240196,-0.140527,-0.122224,-0.177938,m
9.14,0.980024,0.987356,0.979382,0.981518,0.152937,0.173916,0.416468,0.310691,-0.239570,-0.139974,-0.120555,-0.176074,m
9.16,0.977573,0.984108,0.977018,0.978519,0.152584,0.175691,0.415274,0.311563,-0.238898,-0.139701,-0.118944,-0.174502,m
9.18,0.975569,0.980751,0.975153,0.975736,0.152050,0.176709,0.413784,0.312234,-0.238210,-0.139645,-0.117218,-0.173112,m
9.20,0.974290,0.977875,0.974011,0.973636,0.151247,0.177193,0.412083,0.312833,-0.237629,-0.139603,-0.115623,-0.171790,m
9.22,0.973942,0.975772,0.973773,0.972482,0.150090,0.177254,0.409870,0.313110,-0.237090,-0.139560,-0.114124,-0.170591,m
9.24,0.974589,0.974619,0.974529,0.972365,0.148511,0.176902,0.406933,0.312957,-0.236598,-0.139570,-0.112858,-0.169620,m
9.26,0.975996,0.974472,0.976109,0.973288,0.146468,0.176113,0.403280,0.312227,-0.236437,-0.139767,-0.111968,-0.168956,m
9.28,0.977880,0.975152,0.978184,0.975009,0.144029,0.174841,0.399062,0.310846,-0.236737,-0.140445,-0.111491,-0.168770,m
9.30,0.979996,0.976399,0.980419,0.977225,0.141335,0.173154,0.394442,0.308913,-0.237395,-0.141720,-0.111365,-0.169094,m
9.32,0.982145,0.977976,0.982590,0.979660,0.138503,0.171197,0.389532,0.306624,-0.238203,-0.143462,-0.111404,-0.169759,m
9.34,0.984223,0.979737,0.984566,0.982103,0.135597,0.169116,0.384407,0.304148,-0.238967,-0.145386,-0.111422,-0.170490,m
9.36,0.986107,0.981630,0.986173,0.984449,0.132615,0.166998,0.379097,0.301578,-0.239621,-0.147193,-0.111347,-0.171087,m
9.38,0.987694,0.983571,0.986933,0.986596,0.129517,0.164848,0.373724,0.298938,-0.240162,-0.148699,-0.110973,-0.171465,m
9.40,0.988908,0.985454,0.986830,0.988457,0.126259,0.162611,0.368032,0.296207,-0.240590,-0.149901,-0.110389,-0.171619,m
9.42,0.989677,0.987171,0.986244,0.989948,0.122794,0.160229,0.361762,0.293356,-0.240878,-0.150914,-0.109626,-0.171579,m
9.44,0.989931,0.988610,0.984743,0.990974,0.119076,0.157666,0.355234,0.290347,-0.240967,-0.151848,-0.108225,-0.171377,m
9.46,0.989588,0.989677,0.982325,0.991438,0.115041,0.154885,0.348146,0.287125,-0.240820,-0.152769,-0.106436,-0.171009,m
9.48,0.988580,0.990296,0.978602,0.991261,0.110603,0.151849,0.340612,0.283614,-0.240423,-0.153700,-0.104124,-0.170468,m
9.50,0.986858,0.990426,0.973380,0.990396,0.105692,0.148495,0.332423,0.279705,-0.239714,-0.154618,-0.101483,-0.169750,m
9.52,0.984371,0.990104,0.966164,0.988848,0.100284,0.144759,0.323721,0.275307,-0.238580,-0.155422,-0.098433,-0.168784,m
9.54,0.981014,0.989414,0.956562,0.986654,0.094384,0.140612,0.314607,0.270368,-0.236974,-0.155950,-0.095295,-0.167449,m
9.56,0.976579,0.988411,0.948933,0.983836,0.088028,0.136063,0.307702,0.264881,-0.234962,-0.156083,-0.095020,-0.165669,m
9.58,0.970778,0.987063,0.946385,0.980342,0.081236,0.131141,0.303990,0.258883,-0.232721,-0.155790,-0.095633,-0.163448,m
9.60,0.964007,0.985267,0.946473,0.975998,0.074565,0.125842,0.302090,0.252409,-0.231129,-0.155134,-0.095051,-0.160883,m
9.62,0.959898,0.982893,0.947271,0.970524,0.070556,0.120134,0.300970,0.245487,-0.231599,-0.154236,-0.093443,-0.158078,m
9.64,0.956973,0.979768,0.947648,0.963673,0.067701,0.113976,0.300213,0.238114,-0.231623,-0.153269,-0.091360,-0.155251,m
9.66,0.954461,0.975761,0.946917,0.958065,0.065177,0.107329,0.299849,0.231940,-0.231441,-0.152421,-0.089123,-0.154518,m
9.68,0.952194,0.970985,0.944914,0.955256,0.062903,0.100169,0.299654,0.227539,-0.231105,-0.151760,-0.087262,-0.154404,m
9.70,0.950366,0.965755,0.942902,0.953860,0.060458,0.092458,0.298821,0.223909,-0.230880,-0.151310,-0.086357,-0.153465,m
9.72,0.948903,0.960535,0.941475,0.953117,0.057576,0.084223,0.297206,0.220266,-0.230556,-0.151090,-0.085972,-0.152157,m
9.74,0.947693,0.957376,0.940588,0.952742,0.054109,0.076490,0.294860,0.216262,-0.230170,-0.152089,-0.085939,-0.150879,m
9.76,0.946828,0.955681,0.940467,0.952382,0.050017,0.068948,0.291841,0.211828,-0.229828,-0.152302,-0.086087,-0.149680,m
9.78,0.946530,0.955185,0.941167,0.951985,0.045316,0.061350,0.288055,0.206903,-0.229524,-0.151860,-0.086068,-0.148766,m
9.80,0.947001,0.955638,0.942221,0.951743,0.040123,0.053602,0.283499,0.201460,-0.229115,-0.150958,-0.085482,-0.148101,m
9.82,0.948329,0.956756,0.942897,0.951707,0.034720,0.045818,0.278229,0.195500,-0.228329,-0.149587,-0.083845,-0.147368,m
9.84,0.950313,0.958133,0.943341,0.951803,0.029506,0.038227,0.272819,0.189161,-0.226726,-0.147786,-0.081623,-0.146452,m
9.86,0.952428,0.959337,0.944740,0.952375,0.024830,0.030786,0.268272,0.183192,-0.224141,-0.145750,-0.078921,-0.145541,m
9.88,0.954421,0.960614,0.946909,0.953428,0.020557,0.023150,0.264542,0.177868,-0.221114,-0.143705,-0.075409,-0.144157,m
9.90,0.956535,0.962383,0.949598,0.955097,0.016525,0.015724,0.261379,0.173018,-0.217895,-0.141154,-0.071458,-0.142024,m
9.92,0.959071,0.964834,0.952644,0.957415,0.013065,0.009168,0.258821,0.168711,-0.214458,-0.137904,-0.067088,-0.138856,m
9.94,0.962015,0.967899,0.955967,0.960406,0.010512,0.003945,0.257029,0.165226,-0.210949,-0.134213,-0.062470,-0.134839,m
9.96,0.965086,0.971268,0.959362,0.963924,0.009040,0.000144,0.256117,0.162775,-0.207538,-0.130431,-0.057956,-0.130450,m
9.98,0.968001,0.974553,0.962556,0.967574,0.008822,-0.002329,0.256230,0.161420,-0.204347,-0.126949,-0.053778,-0.126169,m
